participant,domain,A,B,C,D,rating
14,living,1,1,1,0,4
14,living,1,1,1,1,5
15,living,0,0,0,0,0
15,living,0,0,0,1,0
15,living,0,0,1,0,0
15,living,0,0,1,1,2
15,living,0,1,0,0,0
15,living,0,1,0,1,1
15,living,0,1,1,0,5
15,living,0,1,1,1,4
15,living,1,0,0,0,0
15,living,1,0,0,1,0
15,living,1,0,1,0,0
15,living,1,0,1,1,1
15,living,1,1,0,0,0
15,living,1,1,0,1,1
15,living,1,1,1,0,5
15,living,1,1,1,1,6
16,artifact,0,0,0,0,0
16,artifact,0,0,0,1,1
16,artifact,0,0,1,0,1
16,artifact,0,0,1,1,3
16,artifact,0,1,0,0,1
16,artifact,0,1,0,1,3
16,artifact,0,1,1,0,3
16,artifact,0,1,1,1,5
16,artifact,1,0,0,0,1
16,artifact,1,0,0,1,3
16,artifact,1,0,1,0,1
16,artifact,1,0,1,1,5
16,artifact,1,1,0,0,4
16,artifact,1,1,0,1,4
16,artifact,1,1,1,0,1
16,artifact,1,1,1,1,6
17,artifact,0,0,0,0,0
17,artifact,0,0,0,1,1
17,artifact,0,0,1,0,1
17,artifact,0,0,1,1,3
17,artifact,0,1,0,0,1
17,artifact,0,1,0,1,3
17,artifact,0,1,1,0,2
17,artifact,0,1,1,1,3
17,artifact,1,0,0,0,1
17,artifact,1,0,0,1,2
17,artifact,1,0,1,0,3
17,artifact,1,0,1,1,3
17,artifact,1,1,0,0,3
17,artifact,1,1,0,1,4
17,artifact,1,1,1,0,5
17,artifact,1,1,1,1,6
18,artifact,0,0,0,0,0
18,artifact,0,0,0,1,0
18,artifact,0,0,1,0,3
18,artifact,0,0,1,1,3
18,artifact,0,1,0,0,3
18,artifact,0,1,0,1,3
18,artifact,0,1,1,0,3
18,artifact,0,1,1,1,3
18,artifact,1,0,0,0,3
18,artifact,1,0,0,1,3
18,artifact,1,0,1,0,3
18,artifact,1,0,1,1,3
18,artifact,1,1,0,0,3
18,artifact,1,1,0,1,3
18,artifact,1,1,1,0,6
18,artifact,1,1,1,1,6
19,artifact,0,0,0,0,5
19,artifact,0,0,0,1,1
19,artifact,0,0,1,0,3
19,artifact,0,0,1,1,1
19,artifact,0,1,0,0,4
19,artifact,0,1,0,1,1
19,artifact,0,1,1,0,4
19,artifact,0,1,1,1,3
19,artifact,1,0,0,0,1
19,artifact,1,0,0,1,1
19,artifact,1,0,1,0,5
19,artifact,1,0,1,1,1
19,artifact,1,1,0,0,3
19,artifact,1,1,0,1,2
19,artifact,1,1,1,0,6
19,artifact,1,1,1,1,5
20,artifact,0,0,0,0,0
20,artifact,0,0,0,1,0
20,artifact,0,0,1,0,0
20,artifact,0,0,1,1,0
20,artifact,0,1,0,0,0
20,artifact,0,1,0,1,0
20,artifact,0,1,1,0,0
20,artifact,0,1,1,1,0
20,artifact,1,0,0,0,2
20,artifact,1,0,0,1,3
20,artifact,1,0,1,0,4
20,artifact,1,0,1,1,3
20,artifact,1,1,0,0,3
20,artifact,1,1,0,1,4
20,artifact,1,1,1,0,5
20,artifact,1,1,1,1,5
21,artifact,0,0,0,0,0
21,artifact,0,0,0,1,1
21,artifact,0,0,1,0,1
21,artifact,0,0,1,1,3
21,artifact,0,1,0,0,1
21,artifact,0,1,0,1,2
21,artifact,0,1,1,0,2
21,artifact,0,1,1,1,5
21,artifact,1,0,0,0,1
21,artifact,1,0,0,1,2
21,artifact,1,0,1,0,1
21,artifact,1,0,1,1,5
21,artifact,1,1,0,0,1
21,artifact,1,1,0,1,4
21,artifact,1,1,1,0,5
21,artifact,1,1,1,1,5
22,artifact,0,0,0,0,0
22,artifact,0,0,0,1,0
22,artifact,0,0,1,0,0
22,artifact,0,0,1,1,3
22,artifact,0,1,0,0,0
22,artifact,0,1,0,1,0
22,artifact,0,1,1,0,4
22,artifact,0,1,1,1,0
22,artifact,1,0,0,0,0
22,artifact,1,0,0,1,0
22,artifact,1,0,1,0,2
22,artifact,1,0,1,1,5
22,artifact,1,1,0,0,3
22,artifact,1,1,0,1,2
22,artifact,1,1,1,0,5
22,artifact,1,1,1,1,6
23,artifact,0,0,0,0,2
23,artifact,0,0,0,1,0
23,artifact,0,0,1,0,0
23,artifact,0,0,1,1,3
23,artifact,0,1,0,0,3
23,artifact,0,1,0,1,3
23,artifact,0,1,1,0,3
23,artifact,0,1,1,1,6
23,artifact,1,0,0,0,0
23,artifact,1,0,0,1,3
23,artifact,1,0,1,0,1
23,artifact,1,0,1,1,3
23,artifact,1,1,0,0,0
23,artifact,1,1,0,1,4
23,artifact,1,1,1,0,3
23,artifact,1,1,1,1,6
24,artifact,0,0,0,0,0
24,artifact,0,0,0,1,0
24,artifact,0,0,1,0,3
24,artifact,0,0,1,1,3
24,artifact,0,1,0,0,0
24,artifact,0,1,0,1,3
24,artifact,0,1,1,0,3
24,artifact,0,1,1,1,3
24,artifact,1,0,0,0,0
24,artifact,1,0,0,1,3
24,artifact,1,0,1,0,3
24,artifact,1,0,1,1,6
24,artifact,1,1,0,0,3
24,artifact,1,1,0,1,3
24,artifact,1,1,1,0,3
24,artifact,1,1,1,1,6
25,artifact,0,0,0,0,0
25,artifact,0,0,0,1,1
25,artifact,0,0,1,0,0
25,artifact,0,0,1,1,0
25,artifact,0,1,0,0,1
25,artifact,0,1,0,1,2
25,artifact,0,1,1,0,3
25,artifact,0,1,1,1,2
25,artifact,1,0,0,0,5
25,artifact,1,0,0,1,4
25,artifact,1,0,1,0,2
25,artifact,1,0,1,1,4
25,artifact,1,1,0,0,4
25,artifact,1,1,0,1,6
25,artifact,1,1,1,0,6
25,artifact,1,1,1,1,6
26,artifact,0,0,0,0,0
26,artifact,0,0,0,1,0
26,artifact,0,0,1,0,2
26,artifact,0,0,1,1,3
26,artifact,0,1,0,0,1
26,artifact,0,1,0,1,1
26,artifact,0,1,1,0,2
26,artifact,0,1,1,1,4
26,artifact,1,0,0,0,2
26,artifact,1,0,0,1,2
26,artifact,1,0,1,0,3
26,artifact,1,0,1,1,3
26,artifact,1,1,0,0,4
26,artifact,1,1,0,1,3
26,artifact,1,1,1,0,6
26,artifact,1,1,1,1,6
27,artifact,0,0,0,0,0
27,artifact,0,0,0,1,0
27,artifact,0,0,1,0,0
27,artifact,0,0,1,1,1
27,artifact,0,1,0,0,0
27,artifact,0,1,0,1,3
27,artifact,0,1,1,0,2
27,artifact,0,1,1,1,3
27,artifact,1,0,0,0,2
27,artifact,1,0,0,1,3
27,artifact,1,0,1,0,2
27,artifact,1,0,1,1,5
27,artifact,1,1,0,0,2
27,artifact,1,1,0,1,3
27,artifact,1,1,1,0,4
27,artifact,1,1,1,1,6
28,artifact,0,0,0,0,2
28,artifact,0,0,0,1,1
28,artifact,0,0,1,0,0
28,artifact,0,0,1,1,1
28,artifact,0,1,0,0,3
28,artifact,0,1,0,1,0
28,artifact,0,1,1,0,6
28,artifact,0,1,1,1,6
28,artifact,1,0,0,0,1
28,artifact,1,0,0,1,0
28,artifact,1,0,1,0,1
28,artifact,1,0,1,1,1
28,artifact,1,1,0,0,5
28,artifact,1,1,0,1,4
28,artifact,1,1,1,0,6
28,artifact,1,1,1,1,6
29,artifact,0,0,0,0,0
29,artifact,0,0,0,1,0
29,artifact,0,0,1,0,1
29,artifact,0,0,1,1,2
29,artifact,0,1,0,0,1
29,artifact,0,1,0,1,2
29,artifact,0,1,1,0,4
29,artifact,0,1,1,1,5
29,artifact,1,0,0,0,1
29,artifact,1,0,0,1,1
29,artifact,1,0,1,0,4
29,artifact,1,0,1,1,5
29,artifact,1,1,0,0,5
29,artifact,1,1,0,1,4
29,artifact,1,1,1,0,5
29,artifact,1,1,1,1,6
30,artifact,0,0,0,0,0
30,artifact,0,0,0,1,0
30,artifact,0,0,1,0,1
30,artifact,0,0,1,1,3
30,artifact,0,1,0,0,1
30,artifact,0,1,0,1,2
30,artifact,0,1,1,0,2
30,artifact,0,1,1,1,3
30,artifact,1,0,0,0,0
30,artifact,1,0,0,1,2
30,artifact,1,0,1,0,1
30,artifact,1,0,1,1,0
30,artifact,1,1,0,0,3
30,artifact,1,1,0,1,4
30,artifact,1,1,1,0,6
30,artifact,1,1,1,1,6
31,artifact,0,0,0,0,0
31,artifact,0,0,0,1,0
31,artifact,0,0,1,0,3
31,artifact,0,0,1,1,3
31,artifact,0,1,0,0,0
31,artifact,0,1,0,1,2
31,artifact,0,1,1,0,2
31,artifact,0,1,1,1,4
31,artifact,1,0,0,0,3
31,artifact,1,0,0,1,2
31,artifact,1,0,1,0,3
31,artifact,1,0,1,1,3
31,artifact,1,1,0,0,3
31,artifact,1,1,0,1,4
31,artifact,1,1,1,0,5
31,artifact,1,1,1,1,6
32,living,0,0,0,0,0
32,living,0,0,0,1,0
32,living,0,0,1,0,0
32,living,0,0,1,1,3
32,living,0,1,0,0,0
32,living,0,1,0,1,3
32,living,0,1,1,0,3
32,living,0,1,1,1,3
32,living,1,0,0,0,0
32,living,1,0,0,1,0
32,living,1,0,1,0,0
32,living,1,0,1,1,3
32,living,1,1,0,0,0
32,living,1,1,0,1,6
32,living,1,1,1,0,3
32,living,1,1,1,1,6
33,living,0,0,0,0,0
33,living,0,0,0,1,0
33,living,0,0,1,0,0
33,living,0,0,1,1,0
33,living,0,1,0,0,0
33,living,0,1,0,1,0
33,living,0,1,1,0,0
33,living,0,1,1,1,0
33,living,1,0,0,0,2
33,living,1,0,0,1,4
33,living,1,0,1,0,3
33,living,1,0,1,1,3
33,living,1,1,0,0,4
33,living,1,1,0,1,4
33,living,1,1,1,0,5
33,living,1,1,1,1,6
34,living,0,0,0,0,0
34,living,0,0,0,1,0
34,living,0,0,1,0,1
34,living,0,0,1,1,1
34,living,0,1,0,0,1
34,living,0,1,0,1,1
34,living,0,1,1,0,1
34,living,0,1,1,1,4
34,living,1,0,0,0,2
34,living,1,0,0,1,0
34,living,1,0,1,0,3
34,living,1,0,1,1,4
34,living,1,1,0,0,3
34,living,1,1,0,1,3
34,living,1,1,1,0,5
34,living,1,1,1,1,6
35,living,0,0,0,0,0
35,living,0,0,0,1,0
35,living,0,0,1,0,3
35,living,0,0,1,1,0
35,living,0,1,0,0,3
35,living,0,1,0,1,6
35,living,0,1,1,0,3
35,living,0,1,1,1,3
35,living,1,0,0,0,0
35,living,1,0,0,1,6
35,living,1,0,1,0,0
35,living,1,0,1,1,3
35,living,1,1,0,0,6
35,living,1,1,0,1,6
35,living,1,1,1,0,3
35,living,1,1,1,1,6
36,living,0,0,0,0,0
36,living,0,0,0,1,1
36,living,0,0,1,0,1
36,living,0,0,1,1,3
36,living,0,1,0,0,1
36,living,0,1,0,1,3
36,living,0,1,1,0,0
36,living,0,1,1,1,3
36,living,1,0,0,0,1
36,living,1,0,0,1,3
36,living,1,0,1,0,3
36,living,1,0,1,1,5
36,living,1,1,0,0,3
36,living,1,1,0,1,5
36,living,1,1,1,0,6
36,living,1,1,1,1,6
37,living,0,0,0,0,0
37,living,0,0,0,1,1
37,living,0,0,1,0,0
37,living,0,0,1,1,1
37,living,0,1,0,0,0
37,living,0,1,0,1,1
37,living,0,1,1,0,0
37,living,0,1,1,1,1
37,living,1,0,0,0,0
37,living,1,0,0,1,0
37,living,1,0,1,0,2
37,living,1,0,1,1,0
37,living,1,1,0,0,2
37,living,1,1,0,1,4
37,living,1,1,1,0,5
37,living,1,1,1,1,6
38,living,0,0,0,0,0
38,living,0,0,0,1,0
38,living,0,0,1,0,0
38,living,0,0,1,1,0
38,living,0,1,0,0,0
38,living,0,1,0,1,0
38,living,0,1,1,0,2
38,living,0,1,1,1,2
38,living,1,0,0,0,1
38,living,1,0,0,1,1
38,living,1,0,1,0,4
38,living,1,0,1,1,4
38,living,1,1,0,0,3
38,living,1,1,0,1,3
38,living,1,1,1,0,5
38,living,1,1,1,1,6
39,living,0,0,0,0,0
39,living,0,0,0,1,0
39,living,0,0,1,0,3
39,living,0,0,1,1,2
39,living,0,1,0,0,0
39,living,0,1,0,1,0
39,living,0,1,1,0,2
39,living,0,1,1,1,1
39,living,1,0,0,0,2
39,living,1,0,0,1,3
39,living,1,0,1,0,3
39,living,1,0,1,1,4
39,living,1,1,0,0,1
39,living,1,1,0,1,5
39,living,1,1,1,0,4
39,living,1,1,1,1,6
40,living,0,0,0,0,0
40,living,0,0,0,1,1
40,living,0,0,1,0,1
40,living,0,0,1,1,1
40,living,0,1,0,0,2
40,living,0,1,0,1,1
40,living,0,1,1,0,4
40,living,0,1,1,1,5
40,living,1,0,0,0,1
40,living,1,0,0,1,1
40,living,1,0,1,0,3
40,living,1,0,1,1,5
40,living,1,1,0,0,3
40,living,1,1,0,1,5
40,living,1,1,1,0,5
40,living,1,1,1,1,5
41,living,0,0,0,0,0
41,living,0,0,0,1,0
41,living,0,0,1,0,4
41,living,0,0,1,1,3
41,living,0,1,0,0,1
41,living,0,1,0,1,2
41,living,0,1,1,0,2
41,living,0,1,1,1,3
41,living,1,0,0,0,1
41,living,1,0,0,1,2
41,living,1,0,1,0,4
41,living,1,0,1,1,4
41,living,1,1,0,0,3
41,living,1,1,0,1,4
41,living,1,1,1,0,6
41,living,1,1,1,1,6
42,living,0,0,0,0,0
42,living,0,0,0,1,0
42,living,0,0,1,0,1
42,living,0,0,1,1,3
42,living,0,1,0,0,1
42,living,0,1,0,1,1
42,living,0,1,1,0,3
42,living,0,1,1,1,4
42,living,1,0,0,0,1
42,living,1,0,0,1,1
42,living,1,0,1,0,2
42,living,1,0,1,1,4
42,living,1,1,0,0,1
42,living,1,1,0,1,3
42,living,1,1,1,0,4
42,living,1,1,1,1,6
43,living,0,0,0,0,0
43,living,0,0,0,1,0
43,living,0,0,1,0,0
43,living,0,0,1,1,0
43,living,0,1,0,0,0
43,living,0,1,0,1,1
43,living,0,1,1,0,1
43,living,0,1,1,1,3
43,living,1,0,0,0,0
43,living,1,0,0,1,0
43,living,1,0,1,0,2
43,living,1,0,1,1,3
43,living,1,1,0,0,4
43,living,1,1,0,1,4
43,living,1,1,1,0,5
43,living,1,1,1,1,6
44,living,0,0,0,0,0
44,living,0,0,0,1,0
44,living,0,0,1,0,0
44,living,0,0,1,1,0
44,living,0,1,0,0,0
44,living,0,1,0,1,0
44,living,0,1,1,0,0
44,living,0,1,1,1,0
44,living,1,0,0,0,1
44,living,1,0,0,1,2
44,living,1,0,1,0,2
44,living,1,0,1,1,4
44,living,1,1,0,0,4
44,living,1,1,0,1,4
44,living,1,1,1,0,5
44,living,1,1,1,1,6
45,living,0,0,0,0,0
45,living,0,0,0,1,1
45,living,0,0,1,0,1
45,living,0,0,1,1,2
45,living,0,1,0,0,1
45,living,0,1,0,1,3
45,living,0,1,1,0,5
45,living,0,1,1,1,5
45,living,1,0,0,0,2
45,living,1,0,0,1,4
45,living,1,0,1,0,3
45,living,1,0,1,1,5
45,living,1,1,0,0,3
45,living,1,1,0,1,5
45,living,1,1,1,0,4
45,living,1,1,1,1,6
46,living,0,0,0,0,2
46,living,0,0,0,1,3
46,living,0,0,1,0,4
46,living,0,0,1,1,4
46,living,0,1,0,0,4
46,living,0,1,0,1,6
46,living,0,1,1,0,3
46,living,0,1,1,1,1
46,living,1,0,0,0,6
46,living,1,0,0,1,2
46,living,1,0,1,0,1
46,living,1,0,1,1,0
46,living,1,1,0,0,4
46,living,1,1,0,1,2
46,living,1,1,1,0,3
46,living,1,1,1,1,2
47,living,0,0,0,0,0
47,living,0,0,0,1,3
47,living,0,0,1,0,1
47,living,0,0,1,1,2
47,living,0,1,0,0,0
47,living,0,1,0,1,1
47,living,0,1,1,0,5
47,living,0,1,1,1,3
47,living,1,0,0,0,3
47,living,1,0,0,1,2
47,living,1,0,1,0,3
47,living,1,0,1,1,4
47,living,1,1,0,0,3
47,living,1,1,0,1,4
47,living,1,1,1,0,5
47,living,1,1,1,1,6
48,living,0,0,0,0,0
48,living,0,0,0,1,0
48,living,0,0,1,0,1
48,living,0,0,1,1,3
48,living,0,1,0,0,1
48,living,0,1,0,1,3
48,living,0,1,1,0,2
48,living,0,1,1,1,3
48,living,1,0,0,0,2
48,living,1,0,0,1,3
48,living,1,0,1,0,3
48,living,1,0,1,1,4
48,living,1,1,0,0,4
48,living,1,1,0,1,5
48,living,1,1,1,0,3
48,living,1,1,1,1,5
49,living,0,0,0,0,0
49,living,0,0,0,1,0
49,living,0,0,1,0,0
49,living,0,0,1,1,1
49,living,0,1,0,0,0
49,living,0,1,0,1,0
49,living,0,1,1,0,2
49,living,0,1,1,1,4
49,living,1,0,0,0,1
49,living,1,0,0,1,0
49,living,1,0,1,0,0
49,living,1,0,1,1,0
49,living,1,1,0,0,3
49,living,1,1,0,1,5
49,living,1,1,1,0,5
49,living,1,1,1,1,6
50,living,0,0,0,0,0
50,living,0,0,0,1,1
50,living,0,0,1,0,1
50,living,0,0,1,1,2
50,living,0,1,0,0,2
50,living,0,1,0,1,2
50,living,0,1,1,0,3
50,living,0,1,1,1,4
50,living,1,0,0,0,1
50,living,1,0,0,1,2
50,living,1,0,1,0,3
50,living,1,0,1,1,4
50,living,1,1,0,0,4
50,living,1,1,0,1,5
50,living,1,1,1,0,5
50,living,1,1,1,1,6
51,artifact,0,0,0,0,1
51,artifact,0,0,0,1,1
51,artifact,0,0,1,0,1
51,artifact,0,0,1,1,1
51,artifact,0,1,0,0,5
51,artifact,0,1,0,1,3
51,artifact,0,1,1,0,5
51,artifact,0,1,1,1,6
51,artifact,1,0,0,0,0
51,artifact,1,0,0,1,3
51,artifact,1,0,1,0,3
51,artifact,1,0,1,1,1
51,artifact,1,1,0,0,4
51,artifact,1,1,0,1,5
51,artifact,1,1,1,0,6
51,artifact,1,1,1,1,6
52,artifact,0,0,0,0,4
52,artifact,0,0,0,1,3
52,artifact,0,0,1,0,1
52,artifact,0,0,1,1,4
52,artifact,0,1,0,0,4
52,artifact,0,1,0,1,0
52,artifact,0,1,1,0,4
52,artifact,0,1,1,1,2
52,artifact,1,0,0,0,0
52,artifact,1,0,0,1,5
52,artifact,1,0,1,0,4
52,artifact,1,0,1,1,4
52,artifact,1,1,0,0,1
52,artifact,1,1,0,1,1
52,artifact,1,1,1,0,5
52,artifact,1,1,1,1,6
53,artifact,0,0,0,0,0
53,artifact,0,0,0,1,3
53,artifact,0,0,1,0,4
53,artifact,0,0,1,1,0
53,artifact,0,1,0,0,2
53,artifact,0,1,0,1,3
53,artifact,0,1,1,0,1
53,artifact,0,1,1,1,5
53,artifact,1,0,0,0,1
53,artifact,1,0,0,1,1
53,artifact,1,0,1,0,0
53,artifact,1,0,1,1,5
53,artifact,1,1,0,0,4
53,artifact,1,1,0,1,3
53,artifact,1,1,1,0,2
53,artifact,1,1,1,1,6
54,artifact,0,0,0,0,0
54,artifact,0,0,0,1,0
54,artifact,0,0,1,0,0
54,artifact,0,0,1,1,0
54,artifact,0,1,0,0,0
54,artifact,0,1,0,1,4
54,artifact,0,1,1,0,0
54,artifact,0,1,1,1,3
54,artifact,1,0,0,0,0
54,artifact,1,0,0,1,0
54,artifact,1,0,1,0,0
54,artifact,1,0,1,1,3
54,artifact,1,1,0,0,3
54,artifact,1,1,0,1,3
54,artifact,1,1,1,0,6
54,artifact,1,1,1,1,6
55,artifact,0,0,0,0,0
55,artifact,0,0,0,1,5
55,artifact,0,0,1,0,5
55,artifact,0,0,1,1,3
55,artifact,0,1,0,0,1
55,artifact,0,1,0,1,2
55,artifact,0,1,1,0,6
55,artifact,0,1,1,1,4
55,artifact,1,0,0,0,2
55,artifact,1,0,0,1,4
55,artifact,1,0,1,0,4
55,artifact,1,0,1,1,1
55,artifact,1,1,0,0,2
55,artifact,1,1,0,1,5
55,artifact,1,1,1,0,5
55,artifact,1,1,1,1,6
56,artifact,0,0,0,0,0
56,artifact,0,0,0,1,1
56,artifact,0,0,1,0,1
56,artifact,0,0,1,1,2
56,artifact,0,1,0,0,1
56,artifact,0,1,0,1,2
56,artifact,0,1,1,0,2
56,artifact,0,1,1,1,4
56,artifact,1,0,0,0,1
56,artifact,1,0,0,1,2
56,artifact,1,0,1,0,2
56,artifact,1,0,1,1,3
56,artifact,1,1,0,0,2
56,artifact,1,1,0,1,4
56,artifact,1,1,1,0,5
56,artifact,1,1,1,1,6
57,artifact,0,0,0,0,0
57,artifact,0,0,0,1,0
57,artifact,0,0,1,0,1
57,artifact,0,0,1,1,2
57,artifact,0,1,0,0,1
57,artifact,0,1,0,1,1
57,artifact,0,1,1,0,2
57,artifact,0,1,1,1,3
57,artifact,1,0,0,0,1
57,artifact,1,0,0,1,1
57,artifact,1,0,1,0,3
57,artifact,1,0,1,1,3
57,artifact,1,1,0,0,2
57,artifact,1,1,0,1,3
57,artifact,1,1,1,0,4
57,artifact,1,1,1,1,6
58,artifact,0,0,0,0,0
58,artifact,0,0,0,1,1
58,artifact,0,0,1,0,3
58,artifact,0,0,1,1,5
58,artifact,0,1,0,0,2
58,artifact,0,1,0,1,4
58,artifact,0,1,1,0,4
58,artifact,0,1,1,1,5
58,artifact,1,0,0,0,1
58,artifact,1,0,0,1,1
58,artifact,1,0,1,0,3
58,artifact,1,0,1,1,4
58,artifact,1,1,0,0,3
58,artifact,1,1,0,1,2
58,artifact,1,1,1,0,5
58,artifact,1,1,1,1,5
59,artifact,0,0,0,0,1
59,artifact,0,0,0,1,0
59,artifact,0,0,1,0,3
59,artifact,0,0,1,1,0
59,artifact,0,1,0,0,0
59,artifact,0,1,0,1,6
59,artifact,0,1,1,0,0
59,artifact,0,1,1,1,0
59,artifact,1,0,0,0,1
59,artifact,1,0,0,1,6
59,artifact,1,0,1,0,1
59,artifact,1,0,1,1,6
